Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig25597	scml2_human ame: full=sex comb on midleg-like protein 2	2431	5	0	66.80%
contig25598	zn574_human ame: full=zinc finger protein 574	2430	5	0	94.00%
contig25599	---NA---	2430	0		
contig25600	---NA---	2430	0		
contig25601	clic4_human ame: full=chloride intracellular channel protein 4 ame: full=intracellular chloride ion channel protein p64h1	2429	5	2.67E-176	98.80%
contig25602	rcan3_human ame: full=calcipressin-3 ame: full=down syndrome candidate region 1-like protein 2 ame: full=myocyte-enriched calcineurin-interacting protein 3 short=mcip3 ame: full=regulator of calcineurin 3	2429	5	1.29E-126	88.40%
contig25603	plbl2_human ame: full= phospholipase b-like 2 ame: full=76 kda protein short=p76 ame: full=lama-like protein 2 ame: full=lamina ancestor homolog 2 ame: full=phospholipase b domain-containing protein 2 contains: ame: full= phospholipase b-like 2 32 kda form contains: ame: full= phospholipase b-like 2 45 kda form flags: precursor	2429	5	0	83.00%
contig25604	pkhg2_human ame: full=pleckstrin homology domain-containing family g member 2 short=ph domain-containing family g member 2	2428	2	2.57E-85	65.00%
contig25605	---NA---	2428	0		
contig25606	taf4b_human ame: full=transcription initiation factor tfiid subunit 4b ame: full=transcription initiation factor tfiid 105 kda subunit short=taf 105 short=tafii-105 short=tafii105	2428	3	0	76.67%
contig25607	ptpa_mouse ame: full=serine threonine-protein phosphatase 2a activator ame: full= subunit b pr53 isoform ame: full=phosphotyrosyl phosphatase activator short=ptpa ame: full=serine threonine-protein phosphatase 2a regulatory subunit 4 ame: full=serine threonine-protein phosphatase 2a regulatory subunit b	2427	5	0	87.80%
contig25608	traf1_human ame: full=tnf receptor-associated factor 1 ame: full=epstein-barr virus-induced protein 6	2427	5	0	69.20%
contig25609	cwc22_ponab ame: full=pre-mrna-splicing factor cwc22 homolog ame: full=nucampholin homolog	2427	5	0	91.00%
contig25610	---NA---	2426	0		
contig25611	son_human ame: full=protein son ame: full=bax antagonist selected in saccharomyces 1 short=bass1 ame: full=negative regulatory element-binding protein short=nre-binding protein ame: full=protein dbp-5 ame: full=son3	2426	2	0	88.50%
contig25612	i18ra_human ame: full=interleukin-18 receptor accessory protein short=il-18 receptor accessory protein short=il-18r ame: full=accessory short= ame: full=cd218 antigen-like family member b ame: full=cdw218b ame: full=il-1r accessory short=il-1r ame: full=interleukin-1 receptor 7 short=il-1r-7 short=il-1r7 ame: full=interleukin-18 receptor accessory ame: full=interleukin-18 receptor beta short=il-18r-beta short=il-18rbeta ame: cd_antigen=cd218b flags: precursor	2425	5	0	59.80%
contig25613	rn217_mouse ame: full=probable e3 ubiquitin-protein ligase rnf217 ame: full=ibr domain-containing protein 1 ame: full=ring finger protein 217	2425	5	0	75.20%
contig25614	trfe_rabit ame: full=serotransferrin short=transferrin ame: full=beta-1 metal-binding globulin ame: full=siderophilin flags: precursor	2425	5	0	85.20%
contig25615	tim8a_human ame: full=mitochondrial import inner membrane translocase subunit tim8 a ame: full=deafness dystonia protein 1 ame: full=x-linked deafness dystonia protein	2424	5	7.91E-54	96.00%
contig25616	rnbp6_human ame: full=ran-binding protein 6 short= 6	2424	5	0	86.80%
contig25617	---NA---	2424	0		
contig25618	---NA---	2423	0		
contig25619	---NA---	2423	0		
contig25620	---NA---	2423	0		
contig25621	tes_sheep ame: full=testin	2423	5	0	95.60%
contig25622	---NA---	2422	0		
contig25623	set_mouse ame: full=protein set ame: full=phosphatase 2a inhibitor i2pp2a short=i-2pp2a ame: full=template-activating factor i short=taf-i	2422	5	6.18E-137	89.00%
contig25624	nanp_rat ame: full=n-acylneuraminate-9-phosphatase ame: full=haloacid dehalogenase-like hydrolase domain-containing protein 4 ame: full=neu5ac-9-pase	2422	5	4.93E-153	77.00%
contig25625	trim8_human ame: full=probable e3 ubiquitin-protein ligase trim8 ame: full=glioblastoma-expressed ring finger protein ame: full=ring finger protein 27 ame: full=tripartite motif-containing protein 8	2421	2	0	96.50%
contig25626	ssh3_rat ame: full=protein phosphatase slingshot homolog 3 ame: full=ssh-like protein 3 short=ssh-3l	2420	5	0	79.00%
contig25627	---NA---	2420	0		
contig25628	nu5m_geope ame: full=nadh-ubiquinone oxidoreductase chain 5 ame: full=nadh dehydrogenase subunit 5	2420	5	0	79.40%
contig25629	mtl14_mouse ame: full=methyltransferase-like protein 14	2420	5	0	97.80%
contig25630	hasp_human ame: full=serine threonine-protein kinase haspin ame: full=germ cell-specific gene 2 protein ame: full=h-haspin ame: full=haploid germ cell-specific nuclear protein kinase	2419	5	0	71.80%
contig25631	sycc_mouse ame: full=cysteine--trna cytoplasmic ame: full=cysteinyl-trna synthetase short=	2419	5	0	91.80%
contig25632	---NA---	2418	0		
contig25633	den2a_human ame: full=denn domain-containing protein 2a	2418	5	0	81.00%
contig25634	rb40c_human ame: full=ras-related protein rab-40c ame: full=rar-like protein ame: full=ras-like protein family member 8c ame: full=socs box-containing protein rar3	2418	5	1.96E-149	92.80%
contig25635	pgm1_mouse ame: full=phosphoglucomutase-1 short=pgm 1 ame: full=glucose phosphomutase 1 ame: full=phosphoglucomutase-2	2418	5	0	98.20%
contig25636	---NA---	2417	0		
contig25637	dpoa2_human ame: full=dna polymerase alpha subunit b ame: full=dna polymerase alpha 70 kda subunit	2417	5	0	81.60%
contig25638	mpeg1_human ame: full=macrophage-expressed gene 1 protein short=macrophage gene 1 protein short=mpg-1 flags: precursor	2417	5	0	86.60%
contig25639	rala_rat ame: full=ras-related protein ral-a flags: precursor	2416	5	3.85E-128	94.60%
contig25640	---NA---	2416	0		
contig25641	ibp4_bovin ame: full=insulin-like growth factor-binding protein 4 short=ibp-4 short=igf-binding protein 4 short=igfbp-4 flags: precursor	2416	5	8.99E-140	93.60%
contig25642	aka12_mouse ame: full=a-kinase anchor protein 12 short=akap-12 ame: full=germ cell lineage protein gercelin ame: full=src-suppressed c kinase substrate short=s	2416	3	2.87E-163	72.33%
contig25643	---NA---	2415	0		
contig25644	entp5_human ame: full=ectonucleoside triphosphate diphosphohydrolase 5 short=ntpdase 5 ame: full=cd39 antigen-like 4 ame: full=er-udpase ame: full=guanosine-diphosphatase entpd5 short=gdpase entpd5 ame: full=nucleoside diphosphatase ame: full=uridine-diphosphatase entpd5 short=udpase entpd5	2415	5	0	93.60%
contig25645	fa60a_human ame: full=protein fam60a ame: full=tera protein homolog	2415	4	1.32E-131	97.25%
contig25646	s27a1_human ame: full=long-chain fatty acid transport protein 1 short=fatp-1 short=fatty acid transport protein 1 ame: full=solute carrier family 27 member 1	2415	5	0	92.20%
contig25647	zn185_human ame: full=zinc finger protein 185 ame: full=lim domain protein znf185 ame: full=p1-a	2414	4	2.98E-82	70.75%
contig25648	noct_human ame: full=nocturnin ame: full=ccr4 protein homolog	2413	5	0	83.60%
contig25649	gna11_mouse ame: full=guanine nucleotide-binding protein subunit alpha-11 short=g alpha-11 short=g-protein subunit alpha-11	2413	5	0	98.80%
contig25650	fanci_human ame: full=fanconi anemia group i protein short=protein faci	2413	2	0	89.50%
contig25651	---NA---	2413	0		
contig25652	tmm56_mouse ame: full=transmembrane protein 56	2412	5	1.16E-146	75.40%
contig25653	f115c_human ame: full=protein fam115c ame: full=protein fam139a	2412	5	0	79.00%
contig25654	---NA---	2411	0		
contig25655	---NA---	2411	0		
contig25656	syph_human ame: full=synaptophysin ame: full=major synaptic vesicle protein p38	2411	5	2.57E-148	97.20%
contig25657	arpc5_mouse ame: full=actin-related protein 2 3 complex subunit 5 ame: full=arp2 3 complex 16 kda subunit short=p16-arc	2411	5	2.43E-97	93.20%
contig25658	pa24c_human ame: full=cytosolic phospholipase a2 gamma short=cpla2-gamma ame: full=phospholipase a2 group ivc flags: precursor	2406	5	4.49E-100	56.40%
contig25659	cnot8_human ame: full=ccr4-not transcription complex subunit 8 ame: full=caf1-like protein short=califp ame: full=caf2 ame: full=ccr4-associated factor 8 ame: full=caf1b	2408	5	0	93.20%
contig25660	---NA---	2408	0		
contig25661	urm1_human ame: full=ubiquitin-related modifier 1	2408	5	1.78E-55	93.20%
contig25662	brcc3_mouse ame: full=lys-63-specific deubiquitinase brcc36 ame: full=brca1-a complex subunit brcc36 ame: full=brca1 brca2-containing complex subunit 3 ame: full=brca1 brca2-containing complex subunit 36 ame: full=brisc complex subunit brcc36	2407	5	7.29E-175	91.80%
contig25663	ncpr_rat ame: full=nadph--cytochrome p450 reductase short=cpr short=p450r	2407	5	0	96.80%
contig25664	i2bpl_mouse ame: full=interferon regulatory factor 2-binding ame: full=enhanced at puberty protein 1	2407	5	0	93.80%
contig25665	---NA---	2407	0		
contig25666	rhg17_mouse ame: full=rho gtpase-activating protein 17 ame: full=neuron-associated developmentally-regulated protein short=nadrin ame: full=rho-type gtpase-activating protein 17	2407	3	7.55E-12	81.33%
contig25667	---NA---	2406	0		
contig25668	---NA---	2406	0		
contig25669	---NA---	2405	0		
contig25670	---NA---	2405	0		
contig25671	---NA---	2405	0		
contig25672	s35e1_human ame: full=solute carrier family 35 member e1	2404	5	0	77.20%
contig25673	bhlh9_macfa ame: full=protein bhlhb9 short=bhlhb9	2403	5	0	74.80%
contig25674	cnih_ponab ame: full=protein cornichon homolog	2403	5	5.82E-62	84.20%
contig25675	nf2l2_human ame: full=nuclear factor erythroid 2-related factor 2 short=nf-e2-related factor 2 short=nfe2-related factor 2 ame: full=hebp1 ame: full=nuclear erythroid derived like 2	2402	5	0	79.40%
contig25676	f149a_mouse ame: full=protein fam149a	2402	5	0	60.60%
contig25677	vp37a_human ame: full=vacuolar protein sorting-associated protein 37a short=hvps37a ame: full=escrt-i complex subunit vps37a ame: full=hepatocellular carcinoma-related protein 1	2402	5	0	70.00%
contig25678	setd8_human ame: full=n-lysine methyltransferase setd8 ame: full=h4-k20-hmtase setd8 ame: full=histone-lysine n-methyltransferase setd8 ame: full=lysine n-methyltransferase 5a ame: full=pr set domain-containing protein 07 short=pr-set7 short=pr set07 ame: full=set domain-containing protein 8	2402	5	0	86.20%
contig25679	st38l_human ame: full=serine threonine-protein kinase 38-like ame: full=ndr2 protein kinase ame: full=nuclear dbf2-related kinase 2	2400	5	0	94.60%
contig25680	ccd93_human ame: full=coiled-coil domain-containing protein 93	2400	5	0	91.00%
contig25681	cd14_human ame: full=monocyte differentiation antigen cd14 ame: full=myeloid cell-specific leucine-rich glycoprotein ame: cd_antigen=cd14 contains: ame: full=monocyte differentiation antigen urinary form contains: ame: full=monocyte differentiation antigen membrane-bound form flags: precursor	2400	5	1.24E-155	77.40%
contig25682	tri10_human ame: full=tripartite motif-containing protein 10 ame: full=b30-ring finger protein ame: full=ring finger protein 9	2398	5	0	91.20%
contig25683	lrp3_rat ame: full=low-density lipoprotein receptor-related protein 3 short=lrp-3 ame: full=105 kda low-density lipoprotein receptor-related protein short=rlrp105 flags: precursor	2397	5	0	74.20%
contig25684	mlc1_mouse ame: full=membrane protein mlc1	2397	3	1.93E-104	94.33%
contig25685	---NA---	2397	0		
contig25686	ttl_human ame: full=tubulin--tyrosine ligase short=ttl	2397	5	0	96.40%
contig25687	ppm1h_human ame: full=protein phosphatase 1h	2396	5	0	96.00%
contig25688	z385a_human ame: full=zinc finger protein 385a ame: full=hematopoietic zinc finger protein ame: full=retinal zinc finger protein	2386	5	0	74.40%
contig25689	tox4_mouse ame: full=tox high mobility group box family member 4 ame: full=epidermal langerhans cell protein lcp1	2396	5	0	97.20%
contig25690	tead3_mouse ame: full=transcriptional enhancer factor tef-5 ame: full=dtef-1 ame: full=etf-related factor 1 short=etfr-1 ame: full=tea domain family member 3 short=tead-3	2396	5	0	88.60%
contig25691	tox2_human ame: full=tox high mobility group box family member 2 ame: full=granulosa cell hmg box protein 1 short=gcx-1	2395	5	1.91E-158	78.60%
contig25692	---NA---	2395	0		
contig25693	rb11a_rat ame: full=ras-related protein rab-11a short=rab-11 ame: full=24kg flags: precursor	2394	5	4.05E-152	97.20%
contig25694	pi2r_rat ame: full=prostacyclin receptor ame: full=prostaglandin i2 receptor short=pgi receptor short=pgi2 receptor ame: full=prostanoid ip receptor flags: precursor	2394	5	5.87E-167	77.80%
contig25695	ubp34_human ame: full=ubiquitin carboxyl-terminal hydrolase 34 ame: full=deubiquitinating enzyme 34 ame: full=ubiquitin thioesterase 34 ame: full=ubiquitin-specific-processing protease 34	2393	5	0	64.80%
contig25696	rras2_human ame: full=ras-related protein r-ras2 ame: full=ras-like protein tc21 ame: full=teratocarcinoma oncogene flags: precursor	2393	5	2.06E-133	84.20%
contig25697	fkbp5_human ame: full=peptidyl-prolyl cis-trans isomerase fkbp5 short=ppiase fkbp5 ame: full=51 kda fk506-binding protein short=51 kda fkbp short=fkbp-51 ame: full=54 kda progesterone receptor-associated immunophilin ame: full=androgen-regulated protein 6 ame: full=ff1 antigen ame: full=fk506-binding protein 5 short=fkbp-5 ame: full=fkbp54 short=p54 ame: full=hsp90-binding immunophilin ame: full=rotamase	2393	5	0	95.20%
contig25698	K0930_MOUSERecName: Full=Uncharacterized protein KIAA0930 homolog	2393	4	0	94.75%
contig25699	pmgt2_human ame: full=protein o-linked-mannose beta- -n-acetylglucosaminyltransferase 2 short=pom 2 ame: full=extracellular o-linked n-acetylglucosamine transferase-like ame: full=glycosyltransferase-like domain-containing protein 2	2393	5	0	95.80%
contig25700	an13c_human ame: full=ankyrin repeat domain-containing protein 13c	2392	5	0	88.60%
contig25701	perm_mouse ame: full=myeloperoxidase short=mpo contains: ame: full=myeloperoxidase light chain contains: ame: full=myeloperoxidase heavy chain flags: precursor	2392	5	0	83.60%
contig25702	sfxn3_mouse ame: full=sideroflexin-3	2392	5	0	97.80%
contig25703	xiap_human ame: full=e3 ubiquitin-protein ligase xiap ame: full=baculoviral iap repeat-containing protein 4 ame: full=iap-like protein short=ilp short=hilp ame: full=inhibitor of apoptosis protein 3 short=iap-3 short=hiap-3 short=hiap3 ame: full=x-linked inhibitor of apoptosis protein short=x-linked iap	2392	5	0	85.60%
contig25704	---NA---	2392	0		
contig25705	retst_macfa ame: full=all-trans-retinol -reductase ame: full=all-trans- -dihydroretinol saturase short= at ame: full=ppar-alpha-regulated and starvation-induced gene protein flags: precursor	2391	5	0	87.60%
contig25706	rl7l_human ame: full=60s ribosomal protein l7-like 1	2391	5	2.17E-127	85.40%
contig25707	chm1b_human ame: full=charged multivesicular body protein 1b ame: full= ame: full=chromatin-modifying protein 1b short=chmp1b ame: full=vacuolar protein sorting-associated protein 46-2 short=vps46-2 short=hvps46-2	2390	5	1.28E-104	99.00%
contig25708	gpc6_human ame: full=glypican-6 contains: ame: full=secreted glypican-6 flags: precursor	2390	5	0	92.80%
contig25709	dcp2_mouse ame: full=m7 -mrna hydrolase ame: full=mrna-decapping enzyme 2	2389	5	0	79.60%
contig25710	ahnk_human ame: full=neuroblast differentiation-associated protein ahnak ame: full=desmoyokin	2389	2	0	64.50%
contig25711	ado_human ame: full=aldehyde oxidase	2389	5	0	89.80%
contig25712	guaa_human ame: full=gmp synthase	2389	5	0	92.00%
contig25713	pura2_pig ame: full=adenylosuccinate synthetase isozyme 2 short=ampsase 2 short= 2 ame: full=adenylosuccinate acidic isozyme ame: full=adenylosuccinate liver isozyme short=l-type adenylosuccinate synthetase ame: full=imp--aspartate ligase 2	2388	5	0	95.20%
contig25714	ltmd1_human ame: full=letm1 domain-containing protein 1 ame: full=cervical cancer 1 proto-oncogene protein p40 ame: full=cervical cancer proto-oncogene 2 protein ame: full=hccr-1 ame: full=hcrr-2	2388	5	5.60E-171	76.80%
contig25715	cgrf1_human ame: full=cell growth regulator with ring finger domain protein 1 ame: full=cell growth regulatory gene 19 protein ame: full=ring finger protein 197	2387	3	0	91.00%
contig25716	---NA---	2387	0		
contig25717	klh42_mouse ame: full=kelch-like protein 42 ame: full=cullin-3-binding protein 9 short=ctb9 ame: full=kelch domain-containing protein 5	2386	5	0	60.60%
contig25718	---NA---	2386	0		
contig25719	ipri_human ame: full=inositol -trisphosphate receptor-interacting protein ame: full=protein danger flags: precursor	2385	4	1.67E-16	94.75%
contig25720	gscr2_human ame: full=glioma tumor suppressor candidate region gene 2 protein ame: full=p60	2385	3	0	74.00%
contig25721	tsn12_mouse ame: full=tetraspanin-12 short=tspan-12 ame: full=transmembrane 4 superfamily member 12	2385	5	0	98.60%
contig25722	fhl1_rat ame: full=four and a half lim domains protein 1 short=fhl-1	2384	5	0	83.00%
contig25723	txnl1_mouse ame: full=thioredoxin-like protein 1 ame: full=32 kda thioredoxin-related protein	2384	5	0	83.20%
